image_name,set_id,file_path,flank_wear,adhesive_wear,combination_wear,wear_type,wear,timestamp
Set1/File_name_2022-09-12T09_21_26.862444.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_21_26.862444.jpg,,60.0,,adhesion,60.0,2022-09-12T09:21:26.862444
Set1/File_name_2022-09-12T09_23_33.156362.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_23_33.156362.jpg,60.0,,,flank_wear,60.0,2022-09-12T09:23:33.156362
Set1/File_name_2022-09-12T09_25_39.907591.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_25_39.907591.jpg,60.0,,,flank_wear,60.0,2022-09-12T09:25:39.907591
Set1/File_name_2022-09-12T09_27_47.208839.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_27_47.208839.jpg,,105.0,,adhesion,105.0,2022-09-12T09:27:47.208839
Set1/File_name_2022-09-12T09_29_54.957312.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_29_54.957312.jpg,60.0,,,flank_wear,60.0,2022-09-12T09:29:54.957312
Set1/File_name_2022-09-12T09_31_53.575470.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_31_53.575470.jpg,60.0,,,flank_wear,60.0,2022-09-12T09:31:53.575470
Set1/File_name_2022-09-12T09_33_53.019030.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_33_53.019030.jpg,75.0,,,flank_wear,75.0,2022-09-12T09:33:53.019030
Set1/File_name_2022-09-12T09_35_53.774433.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_35_53.774433.jpg,75.0,,,flank_wear,75.0,2022-09-12T09:35:53.774433
Set1/File_name_2022-09-12T09_37_59.040002.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_37_59.040002.jpg,75.0,,,flank_wear,75.0,2022-09-12T09:37:59.040002
Set1/File_name_2022-09-12T09_40_04.994651.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_40_04.994651.jpg,90.0,,,flank_wear,90.0,2022-09-12T09:40:04.994651
Set1/File_name_2022-09-12T09_43_25.093329.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_43_25.093329.jpg,90.0,,,flank_wear,90.0,2022-09-12T09:43:25.093329
Set1/File_name_2022-09-12T09_45_42.365918.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_45_42.365918.jpg,90.0,,,flank_wear,90.0,2022-09-12T09:45:42.365918
Set1/File_name_2022-09-12T09_48_02.084125.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_48_02.084125.jpg,90.0,,,flank_wear,90.0,2022-09-12T09:48:02.084125
Set1/File_name_2022-09-12T09_50_08.776597.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_50_08.776597.jpg,,90.0,,adhesion,90.0,2022-09-12T09:50:08.776597
Set1/File_name_2022-09-12T09_55_46.480199.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_55_46.480199.jpg,90.0,,,flank_wear,90.0,2022-09-12T09:55:46.480199
Set1/File_name_2022-09-12T09_57_53.744816.jpg,1,MATWI/Set1/images/File_name_2022-09-12T09_57_53.744816.jpg,90.0,,,flank_wear,90.0,2022-09-12T09:57:53.744816
Set1/File_name_2022-09-12T10_00_09.412641.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_00_09.412641.jpg,90.0,,,flank_wear,90.0,2022-09-12T10:00:09.412641
Set1/File_name_2022-09-12T10_02_21.069953.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_02_21.069953.jpg,90.0,,,flank_wear,90.0,2022-09-12T10:02:21.069953
Set1/File_name_2022-09-12T10_04_31.397782.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_04_31.397782.jpg,90.0,,,flank_wear,90.0,2022-09-12T10:04:31.397782
Set1/File_name_2022-09-12T10_07_37.321185.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_07_37.321185.jpg,90.0,,,flank_wear,90.0,2022-09-12T10:07:37.321185
Set1/File_name_2022-09-12T10_09_37.545252.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_09_37.545252.jpg,90.0,,,flank_wear,90.0,2022-09-12T10:09:37.545252
Set1/File_name_2022-09-12T10_11_38.191326.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_11_38.191326.jpg,90.0,,,flank_wear,90.0,2022-09-12T10:11:38.191326
Set1/File_name_2022-09-12T10_15_36.860270.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_15_36.860270.jpg,90.0,,,flank_wear,90.0,2022-09-12T10:15:36.860270
Set1/File_name_2022-09-12T10_17_32.840578.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_17_32.840578.jpg,,90.0,,adhesion,90.0,2022-09-12T10:17:32.840578
Set1/File_name_2022-09-12T10_22_29.720753.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_22_29.720753.jpg,105.0,,,flank_wear,105.0,2022-09-12T10:22:29.720753
Set1/File_name_2022-09-12T10_24_30.460812.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_24_30.460812.jpg,,150.0,,adhesion,150.0,2022-09-12T10:24:30.460812
Set1/File_name_2022-09-12T10_26_43.266454.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_26_43.266454.jpg,105.0,,,flank_wear,105.0,2022-09-12T10:26:43.266454
Set1/File_name_2022-09-12T10_28_49.915862.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_28_49.915862.jpg,105.0,,,flank_wear,105.0,2022-09-12T10:28:49.915862
Set1/File_name_2022-09-12T10_35_38.805281.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_35_38.805281.jpg,105.0,,,flank_wear,105.0,2022-09-12T10:35:38.805281
Set1/File_name_2022-09-12T10_38_15.485895.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_38_15.485895.jpg,105.0,,,flank_wear,105.0,2022-09-12T10:38:15.485895
Set1/File_name_2022-09-12T10_40_27.461151.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_40_27.461151.jpg,105.0,,,flank_wear,105.0,2022-09-12T10:40:27.461151
Set1/File_name_2022-09-12T10_42_44.422955.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_42_44.422955.jpg,105.0,,,flank_wear,105.0,2022-09-12T10:42:44.422955
Set1/File_name_2022-09-12T10_44_54.513060.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_44_54.513060.jpg,105.0,,,flank_wear,105.0,2022-09-12T10:44:54.513060
Set1/File_name_2022-09-12T10_47_36.153923.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_47_36.153923.jpg,120.0,,,flank_wear,120.0,2022-09-12T10:47:36.153923
Set1/File_name_2022-09-12T10_49_52.528862.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_49_52.528862.jpg,120.0,,,flank_wear,120.0,2022-09-12T10:49:52.528862
Set1/File_name_2022-09-12T10_52_21.549672.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_52_21.549672.jpg,120.0,,,flank_wear,120.0,2022-09-12T10:52:21.549672
Set1/File_name_2022-09-12T10_56_21.081558.jpg,1,MATWI/Set1/images/File_name_2022-09-12T10_56_21.081558.jpg,,120.0,,adhesion,120.0,2022-09-12T10:56:21.081558
Set1/File_name_2022-09-12T11_15_33.164581.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_15_33.164581.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:15:33.164581
Set1/File_name_2022-09-12T11_18_38.855398.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_18_38.855398.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:18:38.855398
Set1/File_name_2022-09-12T11_20_44.197511.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_20_44.197511.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:20:44.197511
Set1/File_name_2022-09-12T11_23_05.738431.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_23_05.738431.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:23:05.738431
Set1/File_name_2022-09-12T11_25_10.039039.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_25_10.039039.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:25:10.039039
Set1/File_name_2022-09-12T11_27_14.233570.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_27_14.233570.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:27:14.233570
Set1/File_name_2022-09-12T11_29_27.083333.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_29_27.083333.jpg,,120.0,,adhesion,120.0,2022-09-12T11:29:27.083333
Set1/File_name_2022-09-12T11_33_32.056391.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_33_32.056391.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:33:32.056391
Set1/File_name_2022-09-12T11_35_44.686279.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_35_44.686279.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:35:44.686279
Set1/File_name_2022-09-12T11_41_52.291108.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_41_52.291108.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:41:52.291108
Set1/File_name_2022-09-12T11_44_06.742034.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_44_06.742034.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:44:06.742034
Set1/File_name_2022-09-12T11_46_30.970245.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_46_30.970245.jpg,,120.0,,adhesion,120.0,2022-09-12T11:46:30.970245
Set1/File_name_2022-09-12T11_48_45.804052.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_48_45.804052.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:48:45.804052
Set1/File_name_2022-09-12T11_53_24.297831.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_53_24.297831.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:53:24.297831
Set1/File_name_2022-09-12T11_55_47.449873.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_55_47.449873.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:55:47.449873
Set1/File_name_2022-09-12T11_58_23.896267.jpg,1,MATWI/Set1/images/File_name_2022-09-12T11_58_23.896267.jpg,120.0,,,flank_wear,120.0,2022-09-12T11:58:23.896267
Set1/File_name_2022-09-12T12_02_54.028142.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_02_54.028142.jpg,120.0,,,flank_wear,120.0,2022-09-12T12:02:54.028142
Set1/File_name_2022-09-12T12_05_03.715373.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_05_03.715373.jpg,,150.0,,adhesion,150.0,2022-09-12T12:05:03.715373
Set1/File_name_2022-09-12T12_07_18.678349.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_07_18.678349.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:07:18.678349
Set1/File_name_2022-09-12T12_09_54.485166.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_09_54.485166.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:09:54.485166
Set1/File_name_2022-09-12T12_12_23.592235.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_12_23.592235.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:12:23.592235
Set1/File_name_2022-09-12T12_15_22.826399.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_15_22.826399.jpg,,150.0,,adhesion,150.0,2022-09-12T12:15:22.826399
Set1/File_name_2022-09-12T12_17_36.731095.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_17_36.731095.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:17:36.731095
Set1/File_name_2022-09-12T12_19_54.036670.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_19_54.036670.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:19:54.036670
Set1/File_name_2022-09-12T12_22_12.023077.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_22_12.023077.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:22:12.023077
Set1/File_name_2022-09-12T12_27_16.916823.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_27_16.916823.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:27:16.916823
Set1/File_name_2022-09-12T12_29_20.697502.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_29_20.697502.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:29:20.697502
Set1/File_name_2022-09-12T12_31_21.195184.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_31_21.195184.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:31:21.195184
Set1/File_name_2022-09-12T12_33_54.210917.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_33_54.210917.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:33:54.210917
Set1/File_name_2022-09-12T12_35_57.319118.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_35_57.319118.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:35:57.319118
Set1/File_name_2022-09-12T12_35_57.319118.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_35_57.319118.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:35:57.319118
Set1/File_name_2022-09-12T12_38_02.631694.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_38_02.631694.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:38:02.631694
Set1/File_name_2022-09-12T12_40_06.290407.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_40_06.290407.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:40:06.290407
Set1/File_name_2022-09-12T12_42_13.515769.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_42_13.515769.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:42:13.515769
Set1/File_name_2022-09-12T12_44_33.235815.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_44_33.235815.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:44:33.235815
Set1/File_name_2022-09-12T12_46_37.933986.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_46_37.933986.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:46:37.933986
Set1/File_name_2022-09-12T12_48_50.150869.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_48_50.150869.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:48:50.150869
Set1/File_name_2022-09-12T12_50_47.293100.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_50_47.293100.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:50:47.293100
Set1/File_name_2022-09-12T12_52_53.015438.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_52_53.015438.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:52:53.015438
Set1/File_name_2022-09-12T12_58_12.605241.jpg,1,MATWI/Set1/images/File_name_2022-09-12T12_58_12.605241.jpg,150.0,,,flank_wear,150.0,2022-09-12T12:58:12.605241
Set1/File_name_2022-09-12T13_00_26.578508.jpg,1,MATWI/Set1/images/File_name_2022-09-12T13_00_26.578508.jpg,,,,unknown,,2022-09-12T13:00:26.578508
Set2/Test_0015_1_03_012_2022-11-23T10_15_59.132406.jpg,2,MATWI/Set2/images/Test_0015_1_03_012_2022-11-23T10_15_59.132406.jpg,50.0,,,flank_wear,50.0,2022-11-23T10:15:59.132406
Set2/Test_0015_1_03_013_2022-11-24T09_44_33.665950.jpg,2,MATWI/Set2/images/Test_0015_1_03_013_2022-11-24T09_44_33.665950.jpg,50.0,,,flank_wear,50.0,2022-11-24T09:44:33.665950
Set2/Test_0015_1_03_014_2022-11-24T09_46_27.358361.jpg,2,MATWI/Set2/images/Test_0015_1_03_014_2022-11-24T09_46_27.358361.jpg,50.0,,,flank_wear,50.0,2022-11-24T09:46:27.358361
Set2/Test_0015_1_03_015_2022-11-24T09_48_19.808935.jpg,2,MATWI/Set2/images/Test_0015_1_03_015_2022-11-24T09_48_19.808935.jpg,50.0,,,flank_wear,50.0,2022-11-24T09:48:19.808935
Set2/Test_0015_1_03_016_2022-11-24T10_02_16.268503.jpg,2,MATWI/Set2/images/Test_0015_1_03_016_2022-11-24T10_02_16.268503.jpg,50.0,,,flank_wear,50.0,2022-11-24T10:02:16.268503
Set2/Test_0015_1_03_017_2022-11-24T10_11_09.048270.jpg,2,MATWI/Set2/images/Test_0015_1_03_017_2022-11-24T10_11_09.048270.jpg,,100.0,,adhesion,100.0,2022-11-24T10:11:09.048270
Set2/Test_0015_1_03_018_2022-11-24T10_13_20.518732.jpg,2,MATWI/Set2/images/Test_0015_1_03_018_2022-11-24T10_13_20.518732.jpg,50.0,,,flank_wear,50.0,2022-11-24T10:13:20.518732
Set2/Test_0015_1_03_019_2022-11-24T10_24_42.670759.jpg,2,MATWI/Set2/images/Test_0015_1_03_019_2022-11-24T10_24_42.670759.jpg,50.0,,,flank_wear,50.0,2022-11-24T10:24:42.670759
Set2/Test_0015_1_03_020_2022-11-24T10_26_44.274128.jpg,2,MATWI/Set2/images/Test_0015_1_03_020_2022-11-24T10_26_44.274128.jpg,50.0,,,flank_wear,50.0,2022-11-24T10:26:44.274128
Set2/Test_0015_1_03_021_2022-11-24T10_28_39.982396.jpg,2,MATWI/Set2/images/Test_0015_1_03_021_2022-11-24T10_28_39.982396.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:28:39.982396
Set2/Test_0015_1_03_022_2022-11-24T10_30_34.449662.jpg,2,MATWI/Set2/images/Test_0015_1_03_022_2022-11-24T10_30_34.449662.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:30:34.449662
Set2/Test_0015_1_03_023_2022-11-24T10_32_28.348335.jpg,2,MATWI/Set2/images/Test_0015_1_03_023_2022-11-24T10_32_28.348335.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:32:28.348335
Set2/Test_0015_1_03_024_2022-11-24T10_34_21.254063.jpg,2,MATWI/Set2/images/Test_0015_1_03_024_2022-11-24T10_34_21.254063.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:34:21.254063
Set2/Test_0015_1_03_025_2022-11-24T10_36_21.111191.jpg,2,MATWI/Set2/images/Test_0015_1_03_025_2022-11-24T10_36_21.111191.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:36:21.111191
Set2/Test_0015_1_03_026_2022-11-24T10_38_22.591091.jpg,2,MATWI/Set2/images/Test_0015_1_03_026_2022-11-24T10_38_22.591091.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:38:22.591091
Set2/Test_0015_1_03_027_2022-11-24T10_40_15.436845.jpg,2,MATWI/Set2/images/Test_0015_1_03_027_2022-11-24T10_40_15.436845.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:40:15.436845
Set2/Test_0015_1_03_028_2022-11-24T10_42_14.013679.jpg,2,MATWI/Set2/images/Test_0015_1_03_028_2022-11-24T10_42_14.013679.jpg,,200.0,,adhesion,200.0,2022-11-24T10:42:14.013679
Set2/Test_0015_1_03_029_2022-11-24T10_44_31.174569.jpg,2,MATWI/Set2/images/Test_0015_1_03_029_2022-11-24T10_44_31.174569.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:44:31.174569
Set2/Test_0015_1_03_030_2022-11-24T10_46_29.564050.jpg,2,MATWI/Set2/images/Test_0015_1_03_030_2022-11-24T10_46_29.564050.jpg,,150.0,,adhesion,150.0,2022-11-24T10:46:29.564050
Set2/Test_0015_1_03_031_2022-11-24T10_50_31.229076.jpg,2,MATWI/Set2/images/Test_0015_1_03_031_2022-11-24T10_50_31.229076.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:50:31.229076
Set2/Test_0015_1_03_032_2022-11-24T10_52_29.807699.jpg,2,MATWI/Set2/images/Test_0015_1_03_032_2022-11-24T10_52_29.807699.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:52:29.807699
Set2/Test_0015_1_03_033_2022-11-24T10_55_02.117700.jpg,2,MATWI/Set2/images/Test_0015_1_03_033_2022-11-24T10_55_02.117700.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:55:02.117700
Set2/Test_0015_1_03_034_2022-11-24T10_57_07.770448.jpg,2,MATWI/Set2/images/Test_0015_1_03_034_2022-11-24T10_57_07.770448.jpg,,150.0,,adhesion,150.0,2022-11-24T10:57:07.770448
Set2/Test_0015_1_03_035_2022-11-24T10_59_01.358046.jpg,2,MATWI/Set2/images/Test_0015_1_03_035_2022-11-24T10_59_01.358046.jpg,100.0,,,flank_wear,100.0,2022-11-24T10:59:01.358046
Set2/Test_0015_1_03_036_2022-11-24T11_00_58.288227.jpg,2,MATWI/Set2/images/Test_0015_1_03_036_2022-11-24T11_00_58.288227.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:00:58.288227
Set2/Test_0015_1_03_037_2022-11-24T11_03_08.350362.jpg,2,MATWI/Set2/images/Test_0015_1_03_037_2022-11-24T11_03_08.350362.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:03:08.350362
Set2/Test_0015_1_03_038_2022-11-24T11_05_06.338550.jpg,2,MATWI/Set2/images/Test_0015_1_03_038_2022-11-24T11_05_06.338550.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:05:06.338550
Set2/Test_0015_1_03_039_2022-11-24T11_07_07.848431.jpg,2,MATWI/Set2/images/Test_0015_1_03_039_2022-11-24T11_07_07.848431.jpg,,250.0,,adhesion,250.0,2022-11-24T11:07:07.848431
Set2/Test_0015_1_03_040_2022-11-24T11_09_17.200518.jpg,2,MATWI/Set2/images/Test_0015_1_03_040_2022-11-24T11_09_17.200518.jpg,,150.0,,adhesion,150.0,2022-11-24T11:09:17.200518
Set2/Test_0015_1_03_041_2022-11-24T11_18_54.296267.jpg,2,MATWI/Set2/images/Test_0015_1_03_041_2022-11-24T11_18_54.296267.jpg,,150.0,,adhesion,150.0,2022-11-24T11:18:54.296267
Set2/Test_0015_1_03_042_2022-11-24T11_23_20.414156.jpg,2,MATWI/Set2/images/Test_0015_1_03_042_2022-11-24T11_23_20.414156.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:23:20.414156
Set2/Test_0015_1_03_043_2022-11-24T11_25_16.000630.jpg,2,MATWI/Set2/images/Test_0015_1_03_043_2022-11-24T11_25_16.000630.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:25:16.000630
Set2/Test_0015_1_03_044_2022-11-24T11_27_22.501181.jpg,2,MATWI/Set2/images/Test_0015_1_03_044_2022-11-24T11_27_22.501181.jpg,,125.0,,adhesion,125.0,2022-11-24T11:27:22.501181
Set2/Test_0015_1_03_045_2022-11-24T11_29_31.959931.jpg,2,MATWI/Set2/images/Test_0015_1_03_045_2022-11-24T11_29_31.959931.jpg,,125.0,,adhesion,125.0,2022-11-24T11:29:31.959931
Set2/Test_0015_1_03_046_2022-11-24T11_32_40.553341.jpg,2,MATWI/Set2/images/Test_0015_1_03_046_2022-11-24T11_32_40.553341.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:32:40.553341
Set2/Test_0015_1_03_047_2022-11-24T11_34_52.243608.jpg,2,MATWI/Set2/images/Test_0015_1_03_047_2022-11-24T11_34_52.243608.jpg,,250.0,,adhesion,250.0,2022-11-24T11:34:52.243608
Set2/Test_0015_1_03_048_2022-11-24T11_36_48.214351.jpg,2,MATWI/Set2/images/Test_0015_1_03_048_2022-11-24T11_36_48.214351.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:36:48.214351
Set2/Test_0015_1_03_049_2022-11-24T11_36_51.316173.jpg,2,MATWI/Set2/images/Test_0015_1_03_049_2022-11-24T11_36_51.316173.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:36:51.316173
Set2/Test_0015_1_03_050_2022-11-24T11_38_52.912506.jpg,2,MATWI/Set2/images/Test_0015_1_03_050_2022-11-24T11_38_52.912506.jpg,,100.0,,adhesion,100.0,2022-11-24T11:38:52.912506
Set2/Test_0015_1_03_051_2022-11-24T11_40_47.696324.jpg,2,MATWI/Set2/images/Test_0015_1_03_051_2022-11-24T11_40_47.696324.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:40:47.696324
Set2/Test_0015_1_03_052_2022-11-24T11_43_59.011609.jpg,2,MATWI/Set2/images/Test_0015_1_03_052_2022-11-24T11_43_59.011609.jpg,,100.0,,adhesion,100.0,2022-11-24T11:43:59.011609
Set2/Test_0015_1_03_053_2022-11-24T11_45_53.068968.jpg,2,MATWI/Set2/images/Test_0015_1_03_053_2022-11-24T11_45_53.068968.jpg,,150.0,,adhesion,150.0,2022-11-24T11:45:53.068968
Set2/Test_0015_1_03_054_2022-11-24T11_48_27.648130.jpg,2,MATWI/Set2/images/Test_0015_1_03_054_2022-11-24T11_48_27.648130.jpg,100.0,,,flank_wear,100.0,2022-11-24T11:48:27.648130
